CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SeniorCitizen,SupportCalls,StreamingService,PaperlessBilling,Churn
CUST02066,58.0,Male,2,35.33,773.44,Two year,No,Credit card,No,1,Yes,Yes,Yes
CUST02067,28.0,Female,3,118.56,4450.86,One year,No,Electronic check,No,2,No,Yes,Yes
CUST02068,31.0,Female,5,85.46,5007.93,One year,Fiber optic,Mailed check,No,0,Yes,Yes,No
CUST02069,26.0,Male,9,65.42,6918.08,Month-to-month,DSL,Bank transfer,No,0,No,Yes,No
CUST02070,35.0,Male,0,108.8,389.23,Two year,No,Electronic check,No,2,No,No,No
CUST02071,57.0,Male,6,89.44,6232.82,Month-to-month,DSL,Electronic check,No,1,Yes,Yes,Yes
CUST02072,44.0,Female,7,54.88,4526.47,Month-to-month,DSL,Mailed check,No,4,Yes,Yes,No
CUST02073,28.0,Female,6,108.39,7987.94,One year,DSL,Electronic check,No,2,Yes,Yes,Yes
CUST02074,63.0,Male,6,86.65,6102.79,Month-to-month,Fiber optic,Electronic check,No,1,No,Yes,Yes
CUST02075,63.0,Male,8,89.88,8510.17,Month-to-month,DSL,Electronic check,No,2,No,No,No
CUST02076,62.0,Female,3,109.62,4196.83,Month-to-month,No,Electronic check,No,3,No,Yes,Yes
CUST02077,30.0,Female,6,64.84,4646.3,Two year,DSL,Electronic check,No,0,Yes,Yes,No
CUST02078,41.0,Male,8,85.68,8230.22,Month-to-month,No,Electronic check,No,2,No,No,No
CUST02079,68.0,Male,4,94.46,4252.2,Two year,DSL,Credit card,No,3,No,Yes,No
CUST02080,57.0,Female,1,65.4,620.78,One year,DSL,Mailed check,No,0,Yes,Yes,No
CUST02081,19.0,Male,4,28.36,1402.31,One year,DSL,Credit card,No,4,No,No,No
CUST02082,21.0,Male,3,97.13,,One year,No,Mailed check,Yes,1,No,Yes,Yes
CUST02083,42.0,Female,7,24.8,2031.03,Two year,DSL,Electronic check,No,1,Yes,Yes,No
CUST02084,64.0,Female,4,91.78,4366.36,Month-to-month,Fiber optic,Mailed check,No,2,No,No,No
CUST02085,,Male,8,111.07,10359.67,Month-to-month,DSL,Credit card,No,1,No,Yes,Yes
CUST02086,43.0,Male,8,54.7,5320.21,One year,No,Mailed check,No,3,Yes,No,Yes
CUST02087,23.0,Male,2,30.22,649.21,Two year,DSL,Electronic check,No,2,No,No,No
CUST02088,51.0,Male,9,43.3,4560.45,Month-to-month,DSL,Electronic check,No,0,Yes,No,No
CUST02089,60.0,Female,5,76.23,4536.81,One year,Fiber optic,Electronic check,No,4,Yes,No,No
CUST02090,37.0,Male,5,114.25,6914.58,Two year,DSL,Credit card,No,3,Yes,Yes,No
CUST02091,58.0,Female,3,71.23,2676.98,Two year,Fiber optic,Bank transfer,No,2,Yes,Yes,No
CUST02092,67.0,Female,10,31.29,3674.16,Month-to-month,DSL,Electronic check,No,1,No,Yes,No
CUST02093,28.0,Male,9,82.77,8857.47,One year,Fiber optic,Electronic check,No,0,No,No,No
CUST02094,45.0,Male,2,93.28,2109.08,Month-to-month,Fiber optic,Mailed check,No,3,No,Yes,Yes
CUST02095,33.0,Female,0,59.33,442.77,Two year,DSL,Bank transfer,No,3,No,No,No
CUST02096,58.0,Female,6,92.14,6562.07,Month-to-month,Fiber optic,Mailed check,No,0,No,Yes,Yes
CUST02097,47.0,Female,4,52.49,2559.75,Two year,DSL,Credit card,Yes,2,No,No,Yes
CUST02098,50.0,Male,9,98.9,10674.62,Two year,Fiber optic,Bank transfer,No,2,Yes,No,No
CUST02099,59.0,Female,6,54.11,3918.79,Two year,Fiber optic,Electronic check,Yes,1,No,Yes,No
CUST02100,38.0,Female,0,45.62,236.94,Two year,No,Bank transfer,No,3,Yes,No,No
CUST02101,65.0,Female,7,107.9,8895.04,Month-to-month,DSL,Electronic check,No,0,No,Yes,No
CUST02102,45.0,Male,2,74.85,1598.58,Month-to-month,Fiber optic,Credit card,No,1,Yes,No,No
CUST02103,26.0,Female,6,48.52,3398.68,One year,DSL,Mailed check,Yes,0,Yes,No,No
CUST02104,53.0,Female,2,113.49,2500.85,One year,Fiber optic,Credit card,No,1,No,No,No
CUST02105,58.0,Male,2,89.08,2370.27,Month-to-month,Fiber optic,Credit card,No,1,No,Yes,Yes
CUST02106,34.0,Male,9,42.08,4655.2,Month-to-month,DSL,Electronic check,No,4,Yes,Yes,No
CUST02107,62.0,Male,8,81.46,7700.77,Two year,Fiber optic,Mailed check,No,3,No,No,No
CUST02108,64.0,Male,1,107.02,1031.03,Two year,Fiber optic,Credit card,No,0,No,Yes,Yes
CUST02109,32.0,Male,3,89.61,3108.51,Month-to-month,Fiber optic,Bank transfer,No,3,Yes,Yes,No
CUST02110,68.0,Female,5,44.49,2748.29,Month-to-month,DSL,Credit card,No,3,No,No,Yes
CUST02111,25.0,Male,2,84.88,2225.91,One year,DSL,Electronic check,No,1,Yes,No,Yes
CUST02112,28.0,Male,9,81.91,8846.95,Two year,DSL,Bank transfer,No,0,No,Yes,No
CUST02113,27.0,Female,9,102.07,11048.3,One year,DSL,Bank transfer,No,0,Yes,Yes,No
CUST02114,64.0,Male,6,37.83,2714.11,Two year,DSL,Mailed check,No,1,No,No,No
CUST02115,51.0,Male,6,89.96,6305.59,Two year,Fiber optic,Bank transfer,No,3,Yes,Yes,Yes
CUST02116,26.0,Female,4,22.76,1030.81,Two year,Fiber optic,Bank transfer,No,2,No,Yes,Yes
CUST02117,40.0,Female,2,89.61,2215.9,Two year,DSL,Electronic check,No,4,Yes,No,No
CUST02118,49.0,Female,1,116.03,1600.27,Two year,Fiber optic,Mailed check,Yes,3,No,No,Yes
CUST02119,22.0,Female,3,37.45,1404.3,Two year,No,Credit card,No,1,Yes,Yes,No
CUST02120,63.0,Male,3,51.14,1963.77,Month-to-month,DSL,Bank transfer,No,3,No,No,Yes
CUST02121,59.0,Female,10,78.28,9541.38,Month-to-month,DSL,Credit card,No,0,Yes,Yes,No
CUST02122,44.0,Male,7,93.23,7712.51,Two year,Fiber optic,Credit card,No,0,No,Yes,Yes
CUST02123,67.0,Female,7,54.44,4448.07,Month-to-month,DSL,Credit card,No,2,No,No,No
CUST02124,39.0,Male,4,86.42,4112.21,Month-to-month,Fiber optic,Mailed check,No,1,No,No,No
CUST02125,68.0,Female,5,109.91,6494.68,Two year,DSL,Credit card,No,1,Yes,Yes,No
CUST02126,52.0,Female,7,92.65,7909.4,Two year,DSL,Electronic check,No,3,No,No,No
CUST02127,50.0,Female,0,91.09,310.43,Month-to-month,DSL,Mailed check,No,4,Yes,Yes,No
CUST02128,26.0,Male,4,58.2,2948.39,One year,DSL,Mailed check,No,1,Yes,Yes,No
CUST02129,63.0,Male,3,111.13,4305.37,One year,DSL,Mailed check,No,1,No,No,No
CUST02130,40.0,Female,3,47.74,1600.77,Month-to-month,DSL,Mailed check,No,2,Yes,No,No
CUST02131,26.0,Female,10,40.54,4848.72,Two year,DSL,Bank transfer,No,3,No,Yes,No
CUST02132,19.0,Male,1,56.43,812.27,One year,Fiber optic,Bank transfer,No,1,No,Yes,Yes
CUST02133,47.0,Female,9,85.01,9021.53,Two year,DSL,Credit card,No,4,Yes,Yes,No
CUST02134,45.0,Female,0,106.15,759.34,Month-to-month,No,Bank transfer,Yes,3,No,No,No
CUST02135,55.0,Male,5,33.22,2035.46,Month-to-month,DSL,Mailed check,No,2,No,Yes,No
CUST02136,63.0,Female,6,101.37,7136.44,Two year,DSL,Credit card,No,4,No,Yes,No
CUST02137,22.0,Female,4,101.27,4560.89,Month-to-month,DSL,Electronic check,No,4,Yes,Yes,No
CUST02138,55.0,Male,7,78.69,6687.48,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,No,No
CUST02139,28.0,Male,8,96.05,9288.8,Two year,Fiber optic,Mailed check,Yes,0,No,Yes,Yes
CUST02140,62.0,Female,10,38.2,4618.41,Two year,DSL,Credit card,No,3,No,No,No
CUST02141,60.0,Female,10,36.97,4360.41,One year,DSL,Bank transfer,No,5,No,Yes,No
CUST02142,46.0,Male,1,106.27,1341.33,One year,No,Mailed check,No,3,No,Yes,No
CUST02143,54.0,Female,10,69.81,8395.25,Month-to-month,No,Credit card,Yes,2,Yes,Yes,Yes
CUST02144,,Female,3,44.6,1593.04,Two year,DSL,Bank transfer,No,3,No,Yes,No
CUST02145,42.0,Female,10,88.87,10811.51,Two year,Fiber optic,Electronic check,No,1,Yes,Yes,No
CUST02146,60.0,Male,8,109.17,10407.33,Month-to-month,Fiber optic,Bank transfer,Yes,9,No,Yes,Yes
CUST02147,41.0,Female,4,83.23,3921.62,Month-to-month,DSL,Mailed check,No,2,No,No,No
CUST02148,36.0,Male,2,54.74,1327.24,Two year,Fiber optic,Mailed check,No,5,No,No,Yes
CUST02149,43.0,Male,5,68.32,4281.56,Month-to-month,Fiber optic,Electronic check,No,2,No,No,Yes
CUST02150,60.0,Male,2,95.22,2196.23,Two year,Fiber optic,Electronic check,Yes,4,No,Yes,No
CUST02151,35.0,Male,4,26.77,,Two year,No,Credit card,No,1,Yes,No,No
CUST02152,27.0,Female,2,41.73,942.96,Two year,Fiber optic,Credit card,No,3,No,Yes,No
CUST02153,54.0,Male,5,66.26,4047.0,Two year,DSL,Mailed check,No,5,No,No,No
CUST02154,60.0,Female,9,80.42,8619.77,One year,DSL,Bank transfer,No,2,No,Yes,No
CUST02155,23.0,Male,4,53.92,2650.65,Month-to-month,Fiber optic,Electronic check,Yes,3,Yes,Yes,Yes
CUST02156,30.0,Male,8,49.85,4679.36,Two year,DSL,Credit card,No,0,No,Yes,No
CUST02157,25.0,Female,2,24.16,545.52,Month-to-month,Fiber optic,Mailed check,No,2,No,No,No
CUST02158,36.0,Female,5,23.28,1355.71,One year,DSL,Mailed check,No,4,No,Yes,Yes
CUST02159,41.0,Male,7,47.88,4101.47,Month-to-month,DSL,Mailed check,No,1,Yes,No,No
CUST02160,56.0,Female,6,73.05,5079.67,Month-to-month,No,Electronic check,No,3,Yes,No,No
CUST02161,51.0,Male,5,75.63,4425.52,Month-to-month,No,Electronic check,No,3,Yes,No,No
CUST02162,50.0,Male,1,69.4,835.91,Two year,Fiber optic,Electronic check,No,1,Yes,Yes,No
CUST02163,36.0,Female,6,60.99,4240.57,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,Yes,Yes
CUST02164,61.0,Female,7,45.24,3667.37,Month-to-month,Fiber optic,Electronic check,Yes,2,Yes,No,No
CUST02165,42.0,Male,0,60.07,429.34,Month-to-month,Fiber optic,Mailed check,No,0,Yes,Yes,Yes
CUST02166,68.0,Female,8,33.89,3276.58,Month-to-month,DSL,Electronic check,No,4,No,No,No
CUST02167,50.0,Female,3,31.54,1042.46,Two year,Fiber optic,Bank transfer,No,3,No,No,Yes
CUST02168,24.0,Male,7,50.0,4064.75,One year,Fiber optic,Bank transfer,No,1,Yes,Yes,No
CUST02169,52.0,Female,9,119.52,12706.39,Month-to-month,DSL,Mailed check,Yes,1,No,Yes,No
CUST02170,35.0,Female,6,52.66,3919.61,Month-to-month,DSL,Credit card,No,3,Yes,No,No
CUST02171,53.0,Female,9,113.63,12375.97,Two year,Fiber optic,Electronic check,No,2,Yes,No,No
CUST02172,22.0,Male,6,59.23,4372.99,One year,DSL,Electronic check,Yes,1,No,Yes,Yes
CUST02173,27.0,Female,1,63.9,866.33,Month-to-month,DSL,Bank transfer,No,2,Yes,Yes,Yes
CUST02174,62.0,Male,0,99.69,887.1,Month-to-month,DSL,Bank transfer,No,4,No,No,Yes
CUST02175,30.0,Female,3,29.38,1137.04,Month-to-month,DSL,Credit card,No,0,No,No,No
CUST02176,61.0,Female,1,38.24,359.64,Month-to-month,No,Bank transfer,No,1,Yes,No,No
CUST02177,32.0,Male,7,117.37,9522.55,Two year,Fiber optic,Bank transfer,No,6,Yes,Yes,Yes
CUST02178,51.0,Female,9,70.59,7622.64,Month-to-month,No,Bank transfer,Yes,0,Yes,No,Yes
CUST02179,53.0,Female,6,24.45,1726.86,Two year,Fiber optic,Bank transfer,No,4,Yes,No,No
CUST02180,44.0,Female,7,24.76,2080.2,One year,Fiber optic,Credit card,No,1,Yes,No,Yes
CUST02181,34.0,Male,10,110.71,13013.04,Month-to-month,Fiber optic,Electronic check,Yes,1,Yes,No,No
CUST02182,29.0,Male,5,107.32,6702.57,Two year,DSL,Electronic check,No,0,No,Yes,No
CUST02183,,Female,0,65.84,503.33,Month-to-month,Fiber optic,Electronic check,No,0,No,No,Yes
CUST02184,34.0,Male,8,36.34,3499.59,Two year,Fiber optic,Electronic check,Yes,1,No,No,Yes
CUST02185,51.0,Female,5,103.02,6159.33,Two year,No,Electronic check,No,0,Yes,No,Yes
CUST02186,66.0,Male,9,52.47,5656.52,Two year,No,Mailed check,No,1,Yes,Yes,No
CUST02187,62.0,Male,0,61.91,414.72,Month-to-month,DSL,Mailed check,Yes,0,Yes,Yes,Yes
CUST02188,57.0,Male,0,88.24,553.45,Month-to-month,DSL,Bank transfer,No,3,No,No,No
CUST02189,58.0,Male,7,55.35,4643.14,One year,Fiber optic,Mailed check,No,3,No,No,No
CUST02190,52.0,Female,5,82.86,5060.83,Month-to-month,DSL,Electronic check,No,4,No,Yes,No
CUST02191,31.0,Male,7,,9287.6,One year,DSL,Bank transfer,No,2,Yes,No,No
CUST02192,64.0,Male,7,99.73,8462.47,Month-to-month,DSL,Electronic check,Yes,5,Yes,No,No
CUST02193,52.0,Male,10,58.17,6942.0,One year,DSL,Electronic check,No,0,No,Yes,Yes
CUST02194,47.0,Female,7,48.8,4074.29,Month-to-month,Fiber optic,Bank transfer,No,0,No,Yes,No
CUST02195,24.0,Male,9,48.56,5127.47,Two year,Fiber optic,Electronic check,No,1,Yes,Yes,No
CUST02196,41.0,Female,6,54.87,3922.16,Two year,No,Mailed check,No,3,No,Yes,No
CUST02197,41.0,Female,6,69.35,5112.26,Month-to-month,DSL,Bank transfer,No,4,No,Yes,No
CUST02198,62.0,Female,9,61.66,6499.22,Two year,DSL,Credit card,No,2,Yes,Yes,No
CUST02199,46.0,Female,3,33.32,1134.48,Month-to-month,Fiber optic,Credit card,No,1,No,No,Yes
CUST02200,37.0,Female,8,36.36,3565.21,Month-to-month,DSL,Credit card,No,3,No,Yes,Yes
CUST02201,68.0,Female,1,54.3,673.73,Month-to-month,No,Electronic check,No,1,Yes,Yes,No
CUST02202,24.0,Male,10,76.2,9222.75,Two year,DSL,Electronic check,No,2,No,No,Yes
CUST02203,40.0,Male,8,79.26,7524.36,Month-to-month,No,Electronic check,No,2,No,No,No
CUST02204,20.0,Male,9,68.62,7406.48,Month-to-month,Fiber optic,Electronic check,No,0,No,No,No
CUST02205,56.0,Female,2,93.87,2400.15,Two year,No,Bank transfer,No,0,No,No,No
CUST02206,65.0,Female,1,93.72,1336.03,Month-to-month,Fiber optic,Credit card,No,3,Yes,No,No
CUST02207,32.0,Female,3,62.77,2438.15,Two year,No,Mailed check,No,2,Yes,Yes,No
CUST02208,62.0,Male,4,32.46,1626.4,Month-to-month,Fiber optic,Bank transfer,No,1,No,Yes,No
CUST02209,33.0,Female,1,73.02,686.71,Two year,Fiber optic,Credit card,No,2,Yes,No,Yes
CUST02210,64.0,Male,0,58.15,294.26,One year,Fiber optic,Credit card,No,5,No,No,No
CUST02211,56.0,Male,9,33.81,3701.62,Two year,Fiber optic,Bank transfer,No,1,Yes,Yes,Yes
CUST02212,59.0,Male,10,118.16,14121.32,Two year,No,Bank transfer,No,0,Yes,No,Yes
CUST02213,19.0,Male,4,56.98,2713.32,Two year,DSL,Bank transfer,No,2,No,No,No
CUST02214,67.0,Female,8,82.57,8072.99,Month-to-month,DSL,Mailed check,No,2,No,No,No
CUST02215,55.0,Male,4,69.01,3450.7,Two year,DSL,Credit card,No,0,Yes,No,No
CUST02216,34.0,Male,10,34.3,4175.62,Two year,DSL,Mailed check,No,1,Yes,Yes,Yes
CUST02217,60.0,Female,9,25.57,2739.49,Month-to-month,No,Mailed check,No,1,Yes,Yes,No
CUST02218,32.0,Female,8,82.57,7792.15,Two year,DSL,Mailed check,No,2,No,Yes,No
CUST02219,63.0,Female,9,44.71,4791.03,One year,Fiber optic,Mailed check,Yes,1,No,Yes,Yes
CUST02220,24.0,Male,5,44.38,2716.16,Month-to-month,Fiber optic,Mailed check,No,3,No,No,No
CUST02221,54.0,Female,2,115.68,2682.41,Month-to-month,No,Bank transfer,No,5,No,Yes,No
CUST02222,46.0,Female,3,66.18,2205.89,One year,Fiber optic,Mailed check,No,4,Yes,No,No
CUST02223,23.0,Male,3,22.96,868.05,One year,DSL,Electronic check,No,3,Yes,No,No
CUST02224,30.0,Female,0,53.99,182.52,One year,No,Bank transfer,No,2,No,No,No
CUST02225,19.0,Male,2,78.45,2116.22,Month-to-month,DSL,Credit card,Yes,3,No,Yes,Yes
CUST02226,42.0,Male,2,52.86,1383.41,One year,Fiber optic,Credit card,Yes,3,No,Yes,Yes
CUST02227,33.0,Female,0,22.7,198.39,Two year,DSL,Bank transfer,No,3,No,No,No
CUST02228,49.0,Female,8,64.43,6314.44,Month-to-month,DSL,Mailed check,No,1,Yes,No,No
CUST02229,33.0,Male,10,30.61,3599.51,One year,No,Bank transfer,No,0,Yes,Yes,Yes
CUST02230,33.0,Female,0,81.91,451.54,Month-to-month,Fiber optic,Credit card,No,7,Yes,Yes,No
CUST02231,56.0,Female,8,81.95,8068.17,Month-to-month,DSL,Credit card,Yes,5,No,Yes,No
CUST02232,20.0,Female,0,23.79,84.36,One year,Fiber optic,Bank transfer,No,2,Yes,No,No
CUST02233,64.0,Male,1,49.07,531.55,Month-to-month,Fiber optic,Electronic check,No,8,No,No,No
CUST02234,61.0,Female,1,61.37,724.35,Two year,DSL,Electronic check,No,3,No,No,Yes
CUST02235,52.0,Male,5,75.02,4478.92,One year,Fiber optic,Electronic check,No,2,No,No,No
CUST02236,48.0,Female,6,49.61,3704.39,Month-to-month,Fiber optic,Credit card,Yes,1,No,No,No
CUST02237,64.0,Male,10,48.78,5823.28,Month-to-month,No,Electronic check,No,2,Yes,No,No
CUST02238,27.0,Male,0,118.28,524.44,Two year,Fiber optic,Electronic check,Yes,2,Yes,Yes,No
CUST02239,22.0,Female,2,24.2,572.91,Month-to-month,Fiber optic,Bank transfer,No,8,No,Yes,Yes
CUST02240,30.0,Male,1,118.88,1352.43,One year,Fiber optic,Mailed check,No,2,Yes,Yes,Yes
CUST02241,59.0,Male,7,24.79,2100.98,Two year,DSL,Mailed check,No,3,No,Yes,No
CUST02242,20.0,Male,8,48.84,4833.7,Two year,Fiber optic,Bank transfer,No,3,Yes,No,No
CUST02243,48.0,Female,1,69.37,853.83,One year,No,Mailed check,Yes,0,Yes,No,Yes
CUST02244,69.0,Male,1,34.34,404.35,Month-to-month,DSL,Electronic check,No,0,No,Yes,Yes
CUST02245,62.0,Female,9,33.5,3636.78,Month-to-month,DSL,Credit card,Yes,3,No,No,No
CUST02246,45.0,Male,8,45.64,4512.93,Month-to-month,Fiber optic,Electronic check,No,1,Yes,No,Yes
CUST02247,21.0,Male,3,117.33,4311.8,One year,DSL,Bank transfer,No,3,No,No,No
CUST02248,60.0,Male,4,58.02,2653.54,Month-to-month,No,Mailed check,No,0,No,No,Yes
CUST02249,49.0,Male,10,76.6,9381.28,Two year,DSL,Bank transfer,No,1,Yes,No,No
CUST02250,24.0,Male,8,90.42,8729.69,One year,Fiber optic,Bank transfer,No,0,Yes,No,Yes
CUST02251,23.0,Male,5,94.21,5459.49,Month-to-month,DSL,Electronic check,No,1,Yes,Yes,No
CUST02252,64.0,Female,9,88.8,9446.44,Month-to-month,DSL,Mailed check,No,0,Yes,No,No
CUST02253,52.0,Female,8,53.7,5032.87,One year,No,Credit card,No,6,Yes,No,No
CUST02254,60.0,Male,8,31.19,3080.3,Month-to-month,Fiber optic,Electronic check,Yes,1,No,No,No
CUST02255,63.0,Male,6,48.18,3344.93,Two year,DSL,Bank transfer,No,4,Yes,No,No
CUST02256,47.0,Female,9,41.04,4497.55,Two year,DSL,Bank transfer,Yes,6,No,No,No
CUST02257,44.0,Male,8,33.64,3196.89,Two year,DSL,Mailed check,No,4,No,No,Yes
CUST02258,40.0,Male,4,22.47,1022.03,Two year,DSL,Bank transfer,No,2,No,No,Yes
CUST02259,34.0,Female,4,113.56,5405.58,Two year,Fiber optic,Bank transfer,Yes,3,No,Yes,Yes
CUST02260,40.0,Female,7,112.09,9079.2,One year,Fiber optic,Electronic check,No,1,No,No,Yes
CUST02261,57.0,Female,9,25.06,2754.15,One year,DSL,Mailed check,No,0,No,No,No
CUST02262,49.0,Male,3,37.32,1352.96,Two year,DSL,Electronic check,Yes,4,Yes,Yes,No
CUST02263,64.0,Male,8,33.96,3250.76,Month-to-month,Fiber optic,Credit card,No,0,No,Yes,Yes
CUST02264,41.0,Female,6,48.13,3560.51,Month-to-month,DSL,Bank transfer,No,6,No,Yes,No
CUST02265,49.0,Male,6,40.42,2914.83,Two year,Fiber optic,Electronic check,No,3,No,No,No
CUST02266,50.0,Female,2,114.57,2815.13,Two year,Fiber optic,Electronic check,No,2,Yes,No,No
CUST02267,48.0,Female,3,28.43,1077.32,One year,DSL,Mailed check,No,0,Yes,No,Yes
CUST02268,54.0,Male,6,41.18,3019.36,One year,DSL,Bank transfer,No,3,No,Yes,No
CUST02269,30.0,Female,10,28.09,3397.5,One year,DSL,Electronic check,No,2,Yes,No,No
CUST02270,44.0,Female,10,118.02,14306.87,One year,Fiber optic,Bank transfer,No,3,Yes,No,No
CUST02271,23.0,Female,4,111.82,5208.55,Month-to-month,Fiber optic,Credit card,Yes,2,No,Yes,No
CUST02272,38.0,Male,2,91.65,1989.22,Two year,Fiber optic,Bank transfer,No,0,Yes,Yes,Yes
CUST02273,43.0,Male,0,62.6,421.68,One year,No,Bank transfer,No,1,Yes,Yes,Yes
CUST02274,51.0,Male,6,39.03,2745.54,Month-to-month,Fiber optic,Electronic check,Yes,1,No,Yes,No
CUST02275,66.0,Male,5,42.16,2415.17,Two year,Fiber optic,Mailed check,No,0,No,Yes,No
CUST02276,,Female,9,64.31,6850.29,Month-to-month,DSL,Mailed check,No,0,Yes,No,No
CUST02277,56.0,Male,6,96.81,7098.38,Two year,DSL,Mailed check,No,1,No,Yes,No
CUST02278,44.0,Male,1,46.48,615.92,One year,DSL,Credit card,No,3,No,No,No
CUST02279,50.0,Male,3,51.09,1962.73,Two year,Fiber optic,Credit card,No,2,No,No,Yes
CUST02280,22.0,Female,1,79.99,1043.98,Month-to-month,DSL,Electronic check,No,1,No,No,No
CUST02281,31.0,Male,7,43.78,3661.97,Month-to-month,Fiber optic,Mailed check,Yes,2,Yes,No,No
CUST02282,36.0,Male,6,78.42,5533.44,Month-to-month,Fiber optic,Credit card,Yes,2,No,No,No
CUST02283,42.0,Male,0,58.72,443.34,One year,DSL,Mailed check,No,2,No,Yes,No
CUST02284,20.0,Female,1,23.46,269.08,Month-to-month,Fiber optic,Mailed check,No,2,Yes,Yes,No
CUST02285,25.0,Male,1,60.27,837.38,Month-to-month,DSL,Credit card,Yes,1,Yes,Yes,Yes
CUST02286,32.0,Female,3,111.94,4265.84,Two year,Fiber optic,Mailed check,No,0,Yes,No,No
CUST02287,68.0,Female,2,49.32,1139.74,Month-to-month,Fiber optic,Bank transfer,No,1,No,Yes,No
CUST02288,35.0,Male,0,52.29,264.74,Two year,Fiber optic,Electronic check,No,1,Yes,No,Yes
CUST02289,43.0,Female,1,26.61,385.38,Two year,DSL,Credit card,No,2,Yes,Yes,Yes
CUST02290,28.0,Male,10,81.5,9729.78,Two year,DSL,Credit card,Yes,4,Yes,Yes,No
CUST02291,49.0,Female,8,104.91,10201.56,Two year,Fiber optic,Mailed check,No,1,No,No,No
CUST02292,32.0,Female,0,55.3,291.25,One year,DSL,Credit card,No,3,Yes,Yes,No
CUST02293,29.0,Male,8,44.03,4288.46,One year,No,Bank transfer,No,3,Yes,No,No
CUST02294,44.0,Male,6,115.64,8099.82,One year,DSL,Mailed check,Yes,1,No,Yes,No
CUST02295,18.0,Male,1,94.5,1324.41,Month-to-month,No,Bank transfer,No,4,No,No,No
CUST02296,18.0,Female,1,76.71,1142.95,Month-to-month,No,Electronic check,No,0,Yes,No,No
CUST02297,29.0,Male,4,50.56,2507.55,Month-to-month,DSL,Electronic check,No,4,Yes,Yes,Yes
CUST02298,20.0,Female,4,42.09,1984.79,Month-to-month,DSL,Bank transfer,No,1,No,No,No
CUST02299,24.0,Male,3,91.57,3326.7,Two year,Fiber optic,Mailed check,Yes,1,Yes,No,No
CUST02300,35.0,Female,9,72.18,7868.67,Two year,DSL,Electronic check,No,2,Yes,Yes,No
CUST02301,59.0,Male,9,72.06,7649.6,Two year,Fiber optic,Mailed check,No,4,No,Yes,No
CUST02302,47.0,Female,2,27.39,621.64,Month-to-month,DSL,Mailed check,Yes,1,No,Yes,No
CUST02303,44.0,Male,3,71.22,2692.83,Month-to-month,DSL,Electronic check,No,3,Yes,No,No
CUST02304,33.0,Female,9,102.26,11317.45,Two year,DSL,Electronic check,No,3,No,No,No
CUST02305,66.0,Male,3,114.66,3971.17,Month-to-month,DSL,Bank transfer,Yes,1,No,Yes,Yes
CUST02306,38.0,Male,1,30.68,303.33,Two year,Fiber optic,Mailed check,No,2,No,No,Yes
CUST02307,22.0,Male,4,83.11,4229.51,Two year,No,Bank transfer,Yes,2,Yes,No,Yes
CUST02308,49.0,Female,4,76.83,3604.94,One year,DSL,Credit card,No,1,No,Yes,Yes
CUST02309,24.0,Male,4,109.02,5414.9,Month-to-month,Fiber optic,Credit card,No,3,No,Yes,Yes
CUST02310,36.0,Female,10,95.11,11344.68,Month-to-month,Fiber optic,Credit card,No,4,No,Yes,No
CUST02311,44.0,Male,10,116.51,14294.84,Month-to-month,DSL,Credit card,Yes,3,No,No,No
CUST02312,63.0,Female,9,115.98,12595.63,One year,Fiber optic,Electronic check,No,6,No,Yes,No
CUST02313,43.0,Female,0,42.58,233.79,Two year,Fiber optic,Electronic check,No,0,No,Yes,Yes
CUST02314,54.0,Female,5,92.53,5372.99,Month-to-month,DSL,Bank transfer,No,0,No,Yes,Yes
CUST02315,69.0,Male,10,73.05,8659.0,Month-to-month,Fiber optic,Electronic check,No,4,No,Yes,No
CUST02316,25.0,Male,1,41.47,586.48,One year,Fiber optic,Electronic check,No,4,No,No,Yes
CUST02317,32.0,Male,6,39.5,2738.93,Month-to-month,DSL,Electronic check,No,0,Yes,Yes,No
CUST02318,38.0,Male,3,28.13,954.6,Two year,Fiber optic,Credit card,Yes,1,Yes,Yes,No
CUST02319,40.0,Female,4,99.54,4594.47,Month-to-month,DSL,Bank transfer,Yes,3,Yes,No,No
CUST02320,39.0,Female,4,52.46,2382.83,Two year,Fiber optic,Mailed check,No,0,Yes,Yes,No
CUST02321,64.0,Female,4,105.68,5190.48,Two year,Fiber optic,Mailed check,No,1,Yes,Yes,No
CUST02322,54.0,Male,1,80.83,1203.33,Two year,DSL,Mailed check,No,3,No,Yes,No
CUST02323,49.0,Female,4,87.36,4004.0,Month-to-month,Fiber optic,Credit card,Yes,7,No,No,No
CUST02324,34.0,Male,2,49.18,1268.42,Month-to-month,Fiber optic,Electronic check,No,3,Yes,Yes,No
CUST02325,60.0,Female,3,65.73,2238.74,Two year,Fiber optic,Electronic check,No,3,No,Yes,Yes
CUST02326,67.0,Male,1,61.24,908.9,Two year,DSL,Mailed check,No,1,Yes,Yes,No
CUST02327,60.0,Male,3,43.58,1570.7,Two year,Fiber optic,Mailed check,Yes,3,Yes,Yes,No
CUST02328,18.0,Male,8,103.24,10126.1,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,No,Yes
CUST02329,50.0,Female,7,82.2,6742.61,Month-to-month,Fiber optic,Credit card,Yes,8,Yes,No,No
